"Name","googleScholarId","title","author","journal","number","cites","year","cid","pubid"
"Scott Straus","tXPMZy8AAAAJ","What drives violence against civilians in civil war? Evidence from Guatemala’s conflict archives","RA Schwartz, S Straus","Journal Of Peace Research","55 (2), 222-235",32,2018,8548123728576834560,"NJ774b8OgUMC"
"Scott Straus","tXPMZy8AAAAJ","The human rights paradox: Universality and its discontents","SJ Stern, S Straus","University Of Wisconsin Pres",NA,30,2014,1.32528782396719e+39,"NaGl4SEjCO4C"
"Scott Straus","tXPMZy8AAAAJ","Organic purity and the role of anthropology in Cambodia and Rwanda","S Straus","Patterns Of Prejudice","35 (2), 47-62",25,2001,1.5948689388005e+19,"WF5omc3nYNoC"
"Scott Straus","tXPMZy8AAAAJ","Studying perpetrators: a reflection","S Straus","Journal Of Perpetrator Research","1 (1)",24,2017,8062710867377922048,"ye4kPcJQO24C"
"Scott Straus","tXPMZy8AAAAJ","Order in disorder: A micro-comparative study of genocidal dynamics in Rwanda","S Strauss","Order, Conflict, And Violence",NA,21,2008,16648569134218565632,"TFP_iSt0sucC"
"Scott Straus","tXPMZy8AAAAJ","Origins and aftermaths: The dynamics of genocide in Rwanda and their post-genocide implications","S Straus","After Mass Crime: Rebuilding States And Communities, Edited By Béatrice …",NA,19,2007,16106947784273887232,"ZeXyd9-uunAC"
"Scott Straus","tXPMZy8AAAAJ","The limits of a genocide lens: Violence against Rwandans in the 1990s","S Straus","Journal Of Genocide Research","21 (4), 504-524",18,2019,1677582421885572864,"L7CI7m0gUJcC"
"Scott Straus","tXPMZy8AAAAJ","Perils of pluralism: Electoral violence and competitive authoritarianism in sub-Saharan Africa","C Taylor, J Pevehouse, S Straus","School For International Studies, Simon Frasier University. Simons Papers In …",NA,18,2013,10702983540136456192,"kRWSkSYxWN8C"
"Scott Straus","tXPMZy8AAAAJ","The historiography of the Rwandan genocide","S Straus","The Historiography Of Genocide","517-542",18,2008,814459980025454336,"L8Ckcad2t8MC"
"Scott Straus","tXPMZy8AAAAJ","Triggers of mass atrocities","S Straus","Politics And Governance","3 (3), 5-15",17,2015,3525698341276335104,"SP6oXDckpogC"
"Scott Straus","tXPMZy8AAAAJ","The Recurring Great Lakes Crisis: Identity, Violence, Power","JP Chrétien, R Banégas","Columbia University Press",NA,13,2011,16273392210247241728,"PR6Y55bgFSsC"
"Scott Straus","tXPMZy8AAAAJ","Mali and its Sahelian Neighbors","S Straus","World Bank World Development Report",NA,13,2011,1.39763920243167e+38,"TQgYirikUcIC"
"Scott Straus","tXPMZy8AAAAJ","Atrocity statistics’ and other lessons from Darfur","S Straus","Genocide In Darfur: Investigating The Atrocities In The Sudan. New York …",NA,12,2006,44062247916230328,"ufrVoPGSRksC"
"Scott Straus","tXPMZy8AAAAJ","What Is Being Prevented? Genocide, Mass Atrocity, and Conceptual Ambiguity in the Anti-Atrocity Movement","S Straus","Reconstructing Atrocity Prevention","17-30",10,2016,3.76193986400645e+36,"UxriW0iASnsC"
"Scott Straus","tXPMZy8AAAAJ","From ‘Rescue’to Violence: Overcoming Local Opposition to Genocide in Rwanda","S Straus","Resisting Genocide: The Multiple Forms Of Rescue","331-43",10,2011,8635193754609474560,"PELIpwtuRlgC"
"Scott Straus","tXPMZy8AAAAJ","Is a comparative theory of perpetrators possible?","S Straus","Perpetrators And Perpetration Of Mass Violence","204-209",9,2018,12375811698995916800,"M7yex6snE4oC"
"Scott Straus","tXPMZy8AAAAJ","The Order of Genocide: The Dynamics of Genocide in Rwanda","S Straus","Genocide Studies And Prevention","2 (3), 259-264",9,2007,695246965621454080,"roLk4NBRz8UC"
"Scott Straus","tXPMZy8AAAAJ","Identifying genocide and related forms of mass atrocity","S Straus","United States Holocaust Memorial Museum","7",8,2011,8436998934059027456,"Y5dfb0dijaUC"
"Scott Straus","tXPMZy8AAAAJ","Rwanda's security trap and participation in the 1994 genocide","S Straus","The Recurring Great Lakes Crisis: Identity, Violence And Power. London: Hurst",NA,8,2008,1.3964155948078e+19,"O3NaXMp0MMsC"
"Scott Straus","tXPMZy8AAAAJ","Stathis Kalyvas on 20 years of studying political violence","S Kalyvas, S Straus","Violence: An International Journal","1 (2), 389-407",7,2020,4097616943589190656,"edDO8Oi4QzsC"
"Scott Straus","tXPMZy8AAAAJ","Changing patterns of political violence in sub-saharan africa","KM Carter, S Straus","Oxford Research Encyclopedia Of Politics",NA,7,2019,9759096127307839488,"ILKRHgRFtOwC"
"Scott Straus","tXPMZy8AAAAJ","Wars do end: Why conflict in Africa is falling","S Straus","African Arguments",NA,4,2013,6359382263080650752,"URolC5Kub84C"
"Scott Straus","tXPMZy8AAAAJ","Genocide and human rights","S Straus","Human Rights: Politics And Practice","351-369",4,2009,1942264039787692032,"_Ybze24A_UAC"
"Scott Straus","tXPMZy8AAAAJ","Perpetrators in the Study of Civil War and Violence","S Straus","Uw Madison Work",NA,4,2007,15639901321999423488,"-f6ydRqryjwC"
"Scott Straus","tXPMZy8AAAAJ","Africa’s Stalled Development; International Causes and Cures Boulder","KD Leonard, S Straus","Colo.: Lynne Rienner, Pg","3",4,2003,1000906335169796480,"2VqYfGB8ITEC"
"Scott Straus","tXPMZy8AAAAJ","Genocide in Rwanda","S Strauss","African Studies Review","43 (2), 126-130",4,2000,2771385310001736704,"bEWYMUwI8FkC"
"Scott Straus","tXPMZy8AAAAJ","Challenges, debates, and reflections on the “post” in “post-conflict” Côte d'Ivoire: an introduction","S Straus","Canadian Journal Of African Studies/La Revue Canadienne Des Études …",NA,3,2014,6003148011923169280,"4OULZ7Gr8RgC"
"Scott Straus","tXPMZy8AAAAJ","Introduction: Rwanda Twenty Years after the Genocide","S Straus","African Affairs",NA,3,2014,388756106777120320,"J_g5lzvAfSwC"
"Scott Straus","tXPMZy8AAAAJ","Chapitre 20: L'échec de l'opposition locale au génocide rwandais","S Straus","La Résistance Aux Génocides","345-359",3,2008,5005854954815456256,"Z5m8FVwuT1cC"
"Scott Straus","tXPMZy8AAAAJ","The Great Lakes of Africa: Two Thousand Years of History, trans","JP Chretien","Scott Straus ( Zone","2006)",3,2003,7837627001691365376,"ML0RJ9NH7IQC"
"Scott Straus","tXPMZy8AAAAJ","Definitions and Sub-Types: a Conceptual Analysis of Genocide","S STRAUSS","Journal Of Genocide Research","3 (3)",3,2001,16920939750305605632,"vbGhcppDl1QC"
"Scott Straus","tXPMZy8AAAAJ","International Studies: Global Forces, Interactions, and Tensions","S Straus, B Driscoll","CQ Press",NA,2,2021,4177920468754038784,"evX43VCCuoAC"
"Scott Straus","tXPMZy8AAAAJ","The Promise and Limits of Comparison: The Holocaust and the 1994 Genocide in Rwanda","S Straus","Is The Holocaust Unique?","245-257",2,2018,7354180425644828672,"2KloaMYe4IUC"
"Scott Straus","tXPMZy8AAAAJ","Last Week, the International Criminal Court Convicted a War Criminal. And that Revealed One of the ICC’s Weaknesses","C Hillebrecht, S Straus","The Washington Post",NA,2,2016,14460954388097540096,"BUYA1_V_uYcC"
"Scott Straus","tXPMZy8AAAAJ","Mass Violence against US Muslims is Unlikely. But there are Some Warning Signs","M Barnett, S Straus","Washington Post",NA,2,2015,2775733964167399936,"WJVC3Jt7v1AC"
"Scott Straus","tXPMZy8AAAAJ","4. The Génocidaires","S Straus","The Order Of Genocide","95-121",2,2013,14026219676033523712,"GtLg2Ama23sC"
"Scott Straus","tXPMZy8AAAAJ","Africa is Becoming More Peaceful, Despite the War in Mali","S Straus","The Guardian","30",2,2013,5837967661654676480,"bFI3QPDXJZMC"
"Scott Straus","tXPMZy8AAAAJ","Looking ahead in Mali","S Straus, L Brottem","New York Times","18",2,2013,1.8169631616934e+19,"qUcmZB5y_30C"
"Scott Straus","tXPMZy8AAAAJ","Do Contentious Elections Trigger Violence","S Straus, C Taylor","United States Institute of Peace",NA,2,2012,7369621929639571456,"IUKN3-7HHlwC"
"Scott Straus","tXPMZy8AAAAJ","A Step Forward","S Straus","Genocide Studies And Prevention","4 (2), 185-190",2,2009,13220980839819575296,"M3ejUd6NZC8C"
"Scott Straus","tXPMZy8AAAAJ","Democratization and Electoral Violence in Sub-Saharan Africa, 1990-2007, paper delivered at the 2009 annual meeting of the American Political Science Association","S Straus, C Taylor","Sep Tember","3-6",2,2009,16926401829655906304,"HtS1dXgVpQUC"
"Scott Straus","tXPMZy8AAAAJ","Reply to Simon and Welzer","S Straus","Journal Of Genocide Research","10 (1), 146-153",2,2008,17915822588960141312,"7T2F9Uy0os0C"
"Scott Straus","tXPMZy8AAAAJ","Background to the genocide","S Straus","S. Straus, The Order Of Genocide","17-40",2,2006,9069735056995659776,"YohjEiUPhakC"
"Scott Straus","tXPMZy8AAAAJ","Intimate enemies: Images and voices of the Rwandan genocide","R Lyons, S Strauss","Brooklyn, Ny: Zone Books",NA,2,2006,15859777457840891904,"p__nRnzSRKYC"
"Scott Straus","tXPMZy8AAAAJ","Intimate Enemy: Images and Voices of the Rwandan Genocide. Photographs by Robert Lyons","S Strauss","Zone Books",NA,2,2006,1.4136014991171e+19,"VL0QpB8kHFEC"
"Scott Straus","tXPMZy8AAAAJ","The Great Lakes of Africa: Two Thousand Years of History","S Straus, JP Chrétien","Zone Books",NA,2,2003,9002476810188204032,"dBIO0h50nwkC"
"Scott Straus","tXPMZy8AAAAJ","Africa's Stalled","DK Leonard, S Straus","Development: International Causes And Cures",NA,2,2003,8252318601934667776,"QYdC8u9Cj1oC"
"Scott Straus","tXPMZy8AAAAJ","Technical Assistance: The Corrosion of Unwitting Institutional Racism","DK Leonard","David K. Leonard And Scott Strauss, Africa’s Stalled Development …",NA,2,2003,16273795077867685888,"ZuybSZzF8UAC"
"Scott Straus","tXPMZy8AAAAJ","The Perils of Ethnicity","S Straus","African Studies Review","44 (1), 113-118",2,2001,12676137167737219072,"UebtZRa9Y70C"
"Scott Straus","tXPMZy8AAAAJ","UN Ignored My Pleas: Dallaire","S Straus","Globe And Mail",NA,2,1998,214491121275414048,"abG-DnoFyZgC"
"Scott Straus","tXPMZy8AAAAJ","The Great Lakes of Africa: Two Thousand Years of History 281–288 (Scott Straus trans., 2003)","JP Chrétien","Prior To Colonial Rule, Rwanda Had A Monarchy. However, When The Germans …",NA,2,1998,7549560311353662464,"9c2xU6iGI7YC"
"Scott Straus","tXPMZy8AAAAJ","Fiona Terry of the International Committee of the Red Cross talks about The Roots of Restraint in War and the intersection of research and humanitarianism","F Terry, HM Kinsella, S Straus","Violence: An International Journal","1 (1), 185-204",1,2020,15202403482334906368,"Dip1O2bNi0gC"
"Scott Straus","tXPMZy8AAAAJ","Introducing a new journal: Violence","S Straus, M Wieviorka","Violence: An International Journal","1 (1), 3-7",1,2020,5977380313590704128,"-FonjvnnhkoC"
"Scott Straus","tXPMZy8AAAAJ","What is the Relationship Between Hate Radio and Violence? Rethinking Rwanda’s “Radio Machete.”","S Straus","Media And Mass Atrocity: The Rwanda Genocide And Beyond","97-131",1,2019,14860760712370106368,"hCrLmN-GePgC"
"Scott Straus","tXPMZy8AAAAJ","Aspirations démocratiques et «démocraties autoritaires» en Afrique centrale","A Guichaoua, E Ntakarutimana, S Straus","Revue Tiers Monde","9-21",1,2016,1.56314352508421e+39,"wbdj-CoPYUoC"
"Scott Straus","tXPMZy8AAAAJ","Introduction: Seeing Like a Post-Conflict State","L Waldorf, S Straus","Remaking Rwanda: State Building And Human Rights After Mass Violence",NA,1,2011,1953218715167071232,"epqYDVWIO7EC"
"Scott Straus","tXPMZy8AAAAJ","Dangerous Sanctuaries: Refugee Camps, Civil War, and the Dilemmas of Humanitarian Aid","S Straus","Political Science Quarterly","121 (3), 527-529",1,2006,10712345979150180352,"YOwf2qJgpHMC"
"Scott Straus","tXPMZy8AAAAJ","Introduction to the Symposium on Humanitarian Intervention after 9/11","S Straus","Wis. Int'l Lj","24, 699",1,2006,11381787915134943232,"_kc_bZDykSQC"
"Scott Straus","tXPMZy8AAAAJ","Conspiracy to Murder: The Rwanda Genocide and the International Community","S Straus","Political Science Quarterly","120 (2), 348-350",1,2005,8295889219201657856,"kNdYIx-mwKoC"
"Scott Straus","tXPMZy8AAAAJ","The politics of collective violence","S Straus","International Affairs (Royal Institute Of International Affairs","1944-) 80 (1 …",1,2004,6685125221278181376,"blknAaTinKkC"
"Sean Gailmard","STR-3uwAAAAJ","Slackers and zealots: Civil service, policy discretion, and bureaucratic expertise","S Gailmard, JW Patty","American Journal Of Political Science","51 (4), 873-889",571,2007,1.39612694347709e+77,"u5HHmVD_uO8C"
"Sean Gailmard","STR-3uwAAAAJ","Accountability and principal-agent models","S Gailmard","Oxford Handbook Of Public Accountability",NA,311,2012,1.23874049366684e+57,"maZDTaKrznsC"
"Sean Gailmard","STR-3uwAAAAJ","Learning while governing: Expertise and accountability in the executive branch","S Gailmard, JW Patty","University Of Chicago Press",NA,276,2012,2.46832247470448e+95,"mB3voiENLucC"
"Sean Gailmard","STR-3uwAAAAJ","Moral bias in large elections: Theory and experimental evidence","T Feddersen, S Gailmard, A Sandroni","American Political Science Review","103 (2), 175-192",235,2009,7780811346594975744,"d1gkVwhDpl0C"
"Sean Gailmard","STR-3uwAAAAJ","Formal models of bureaucracy","S Gailmard, JW Patty","Annual Review Of Political Science","15, 353-377",221,2012,7405387116371282944,"Wp0gIr-vW9MC"
"Sean Gailmard","STR-3uwAAAAJ","Expertise, subversion, and bureaucratic discretion","S Gailmard","Journal Of Law, Economics, And Organization","18 (2), 536-555",212,2002,8.28695294820789e+38,"u-x6o8ySG0sC"
"Sean Gailmard","STR-3uwAAAAJ","Negative agenda control in the Senate and house: Fingerprints of majority party power","S Gailmard, JA Jenkins","The Journal Of Politics","69 (3), 689-700",209,2007,1.7997551441394e+39,"9yKSN-GCB0IC"
"Sean Gailmard","STR-3uwAAAAJ","Multiple principals and oversight of bureaucratic policy-making","S Gailmard","Journal Of Theoretical Politics","21 (2), 161-186",180,2009,1.71607769955972e+56,"IjCSPb-OGe4C"
"Sean Gailmard","STR-3uwAAAAJ","Politics, principal–agent problems, and public service motivation","S Gailmard","International Public Management Journal","13 (1), 35-45",141,2010,8.7035479911436e+38,"_FxGoFyzp5QC"
"Sean Gailmard","STR-3uwAAAAJ","Discretion rather than rules: Choice of instruments to control bureaucratic policy making","S Gailmard","Political Analysis","17 (1), 25-44",104,2009,4.32812487267954e+97,"UeHWp8X0CEIC"
"Sean Gailmard","STR-3uwAAAAJ","Agency problems, the 17th Amendment, and representation in the Senate","S Gailmard, JA Jenkins","American Journal Of Political Science","53 (2), 324-342",87,2009,3.62570944895118e+37,"Tyk-4Ss8FVUC"
"Sean Gailmard","STR-3uwAAAAJ","Business as usual: interest group access and representation across policy-making venues","FJ Boehmke, S Gailmard, JW Patty","Journal Of Public Policy","33 (1), 3-33",86,2013,1.26995129594041e+37,"8k81kl-MbHgC"
"Sean Gailmard","STR-3uwAAAAJ","Whose ear to bend? Information sources and venue choice in policy making","FJ Boehmke, S Gailmard, JW Patty","Quarterly Journal Of Political Science","1 (2), 139-169",80,2006,1.57425089962727e+57,"2osOgNQ5qMEC"
"Sean Gailmard","STR-3uwAAAAJ","Self-interest, inequality, and entitlement in majoritarian decision-making","D Diermeier, S Gailmard","Quarterly Journal Of Political Science","1 (4), 327-350",63,2006,8.54964829227646e+56,"qjMakFHDy7sC"
"Sean Gailmard","STR-3uwAAAAJ","Manipulation and Single‐Peakedness: A General Result","EM Penn, JW Patty, S Gailmard","American Journal Of Political Science","55 (2), 436-449",48,2011,1.43715100616346e+38,"3fE2CSJIrl8C"
"Sean Gailmard","STR-3uwAAAAJ","Intercameral bargaining and intracameral organization in legislatures","S Gailmard, T Hammond","The Journal Of Politics","73 (2), 535-546",43,2011,14198371034251438080,"WF5omc3nYNoC"
"Sean Gailmard","STR-3uwAAAAJ","Building a new imperial state: The strategic foundations of separation of powers in America","S Gailmard","American Political Science Review","111 (4), 668-685",40,2017,1.17156220355102e+39,"HoB7MX3m0LUC"
"Sean Gailmard","STR-3uwAAAAJ","Statistical modeling and inference for social science","S Gailmard","Cambridge University Press",NA,39,2014,1168282724312036864,"blknAaTinKkC"
"Sean Gailmard","STR-3uwAAAAJ","Participation, process and policy: the informational value of politicised judicial review","S Gailmard, JW Patty","Journal Of Public Policy","37 (3), 233-260",37,2017,1.0771129616543e+38,"_Qo2XoVZTnwC"
"Sean Gailmard","STR-3uwAAAAJ","Stovepiping","S Gailmard, JW Patty","Journal Of Theoretical Politics","25 (3), 388-411",36,2013,6297110992906156032,"5nxA0vEk-isC"
"Sean Gailmard","STR-3uwAAAAJ","Preventing prevention","S Gailmard, JW Patty","American Journal Of Political Science","63 (2), 342-352",35,2019,5.12194767717822e+38,"pyW8ca7W8N0C"
"Sean Gailmard","STR-3uwAAAAJ","An experimental comparison of collective choice procedures for excludable public goods","S Gailmard, TR Palfrey","Journal Of Public Economics","89 (8), 1361-1398",30,2005,7264559649581798400,"zYLM7Y9cAGgC"
"Sean Gailmard","STR-3uwAAAAJ","Giving advice versus making decisions: Transparency, information, and delegation","S Gailmard, JW Patty","Political Science Research And Methods","7 (3), 471-488",29,2019,4.78828621955066e+77,"fPk4N6BV_jEC"
"Sean Gailmard","STR-3uwAAAAJ","Arrow’s theorem on single-peaked domains","S Gailmard, JW Patty, EM Penn","The Political Economy Of Democracy. Barcelona: Uab",NA,26,2008,14844414494893721600,"W7OEmFMy1HYC"
"Sean Gailmard","STR-3uwAAAAJ","Living legislation: Durability, change, and the politics of American lawmaking","WJ Novak, JE Cohen, M Eshbaugh-Soha, S Gailmard, CR Berry, ...","University Of Chicago Press",NA,25,2012,11026756799021137920,"abG-DnoFyZgC"
"Sean Gailmard","STR-3uwAAAAJ","Minority party power in the Senate and House of Representatives","S Gailmard, JA Jenkins","Why Not Parties","181-97",22,2008,9183606732828536832,"roLk4NBRz8UC"
"Sean Gailmard","STR-3uwAAAAJ","Separation of powers, information, and bureaucratic structure","S Gailmard, JW Patty","Berkeley Typescript",NA,17,2009,1.4348414566619e+38,"eQOLeE2rZwMC"
"Sean Gailmard","STR-3uwAAAAJ","Imperial politics, english law, and the strategic foundations of constitutional review in America","S Gailmard","American Political Science Review","113 (3), 778-795",12,2019,1.30921374757853e+39,"u_35RYKgDlwC"
"Sean Gailmard","STR-3uwAAAAJ","Mathew D. McCubbins, Roger G. Noll, and Barry R. Weingast,“Administrative Procedures as Instruments of Political Control”","S Gailmard","The Oxford Handbook Of Classics In Public Policy And Administration",NA,11,2015,1.82332410317855e+58,"lSLTfruPkqcC"
"Sean Gailmard","STR-3uwAAAAJ","Distributive politics and congressional voting: Public lands reform in the Jacksonian era","S Gailmard, JA Jenkins","Public Choice","175 (3), 259-275",9,2018,1651224776348970240,"zA6iFVUQeVQC"
"Sean Gailmard","STR-3uwAAAAJ","Game theory and the study of American political development","S Gailmard","Public Choice","185 (3), 335-357",6,2020,1.5225592866721e+19,"D03iK_w7-QYC"
"Sean Gailmard","STR-3uwAAAAJ","Coalition Structure and Legislative Innovation in American National Government","S Gailmard, JA Jenkins","Living Legislation: Durability, Change, And The Politics Of American …",NA,6,2012,11272254165978322944,"mVmsd5A6BfQC"
"Sean Gailmard","STR-3uwAAAAJ","Theory, History, and Political Economy","S Gailmard","Journal Of Historical Political Economy","1 (1), 69-104",4,2021,18054808639708741632,"tS2w5q8j5-wC"
"Sean Gailmard","STR-3uwAAAAJ","Deliberate Discretion? The Institutional Foundations of Bureaucratic Autonomy","S Gailmard","Public Choice","120 (1/2), 228-233",3,2004,4470130688168435712,"Zph67rFs4hoC"
"Sean Gailmard","STR-3uwAAAAJ","Imperial Governance and the Growth of Legislative Power in America","S Gailmard","American Journal Of Political Science","65 (4), 912-925",2,2021,3855884335359521280,"08ZZubdj9fEC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Which elections can be lost?","SD Hyde, N Marinov","Political Analysis","191-210",666,2012,3.96887327934871e+77,"u5HHmVD_uO8C"
"Susan D. Hyde","Vf9sEI8AAAAJ","The pseudo-democrat's dilemma: why election observation became an international norm","SD Hyde","Cornell University Press",NA,462,2011,17541559040503910400,"d1gkVwhDpl0C"
"Susan D. Hyde","Vf9sEI8AAAAJ","When do governments resort to election violence?","EM Hafner-Burton, SD Hyde, RS Jablonski","British Journal Of Political Science","44 (1), 149-179",359,2014,1.19922728792285e+59,"UeHWp8X0CEIC"
"Susan D. Hyde","Vf9sEI8AAAAJ","The observer effect in international politics: Evidence from a natural experiment","SD Hyde","World Politics","60 (1), 37-63",340,2007,5045110925645027328,"u-x6o8ySG0sC"
"Susan D. Hyde","Vf9sEI8AAAAJ","In the shadow of democracy promotion: Strategic manipulation, international observers, and election boycotts","E Beaulieu, SD Hyde","Comparative Political Studies","42 (3), 392-415",261,2009,7.80904383131316e+57,"9yKSN-GCB0IC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Catch us if you can: Election monitoring and international norm diffusion","SD Hyde","American Journal Of Political Science","55 (2), 356-369",250,2011,1.38331705817739e+77,"2osOgNQ5qMEC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Election fraud: detecting and deterring electoral manipulation","RM Alvarez, TE Hall, SD Hyde","Brookings Institution Press",NA,196,2009,1.27892523733907e+58,"qjMakFHDy7sC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Information and self-enforcing democracy: The role of international election observation","SD Hyde, N Marinov","International Organization","68 (2), 329-359",177,2014,1.51201238920762e+114,"Y0pCki6q_DkC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Information, Accountability, and Cumulative Learning: Lessons from Metaketa I","T Dunning, G Grossman, M Humphreys, SD Hyde, C McIntosh, G Nellis","Cambridge University Press",NA,164,2019,6.08263262075948e+96,"0MsrIDK0EWAC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Election forensics: The second-digit Benford’s law test and recent American presidential elections","W Mebane, RM Alvarez, TE Hall, SD Hyde","Brookings Institution Press","162-181",127,2008,1.4480024599161e+19,"afsF9h1fxg0C"
"Susan D. Hyde","Vf9sEI8AAAAJ","Experimenting in democracy promotion: international observers and the 2004 presidential elections in Indonesia","SD Hyde","Perspectives On Politics","8 (2), 511-527",101,2010,1.73130604304617e+39,"zYLM7Y9cAGgC"
"Susan D. Hyde","Vf9sEI8AAAAJ","International scrutiny and pre-electoral fiscal manipulation in developing countries","SD Hyde, A O’Mahony","The Journal Of Politics","72 (3), 690-704",90,2010,11413142435052363776,"Tyk-4Ss8FVUC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Experiments in international relations: Lab, survey, and field","SD Hyde","Annual Review Of Political Science","18, 403-424",85,2015,8776144476709122048,"LkGwnXOMwfcC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Surviving elections: Election violence, incumbent victory and post-election repercussions","EM Hafner-Burton, SD Hyde, RS Jablonski","British Journal Of Political Science","48 (2), 459-488",67,2018,3.25707500230259e+76,"Wp0gIr-vW9MC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Voter information campaigns and political accountability: Cumulative findings from a preregistered meta-analysis of coordinated trials","T Dunning, G Grossman, M Humphreys, SD Hyde, C McIntosh, G Nellis, ...","Science Advances","5 (7), eaaw2612",60,2019,12539806746744707072,"ZEcFV8kAgqMC"
"Susan D. Hyde","Vf9sEI8AAAAJ","How international election observers detect and deter fraud","SD Hyde","Brookings Institution Press","201-15",51,2008,1.00978398357529e+38,"WF5omc3nYNoC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Codebook for the National Elections Across Democracy and Autocracy (NELDA) Dataset","SD Hyde, N Marinov","Codebook For Nelda Dataset. Url: Https://Www. Dropbox. Com/S/Uegaohggrotpewu …",NA,45,2012,9.8162040989146e+116,"8o7LCxyMrhgC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Observing Norms: Explaining the causes and consequences of internationally monitored elections","SD Hyde","University Of California, San Diego",NA,42,2006,3.70144915803276e+78,"W7OEmFMy1HYC"
"Susan D. Hyde","Vf9sEI8AAAAJ","The future of field experiments in international relations","SD Hyde","The Annals Of The American Academy Of Political And Social Science","628 (1 …",34,2010,4037584014102582272,"YsMSGLbcyi4C"
"Susan D. Hyde","Vf9sEI8AAAAJ","Recapturing Regime Type in International Relations: Leaders, Institutions, and Agency Space","SD Hyde, EN Saunders","International Organization",NA,28,2020,13951286437980766208,"9hNLEifDsrsC"
"Susan D. Hyde","Vf9sEI8AAAAJ","International dimensions of elections","SD Hyde","Dynamics Of Democratization","266-282",28,2011,5119389794307407872,"roLk4NBRz8UC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Does fraud trump partisanship? The impact of contentious elections on voter confidence","EI Wellman, SD Hyde, TE Hall","Journal Of Elections, Public Opinion And Parties","28 (3), 330-348",24,2018,1.25729735708167e+38,"ZbiiB1Sm8G8C"
"Susan D. Hyde","Vf9sEI8AAAAJ","Why believe international election monitors?","SD Hyde","The Credibility Of Transnational Ngos: When Virtue Is Not Enough","37-61",22,2012,1448551102925497344,"Zph67rFs4hoC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Democracy’s backsliding in the international environment","SD Hyde","Science","369 (6508), 1192-1196",19,2020,8127182523982060544,"KKhxhHPhcTsC"
"Susan D. Hyde","Vf9sEI8AAAAJ","The limits of election monitoring: what independent observation can (and Can’t) do","S Hyde, J Kelley","Foreign Affairs",NA,17,2011,1702713121341190144,"0EnyYjriUFMC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Overseas credit claiming and domestic support for foreign aid","S Dietrich, SD Hyde, MS Winters","Journal Of Experimental Political Science","6 (3), 159-170",16,2019,1189069104436137984,"22I2CSi1iVUC"
"Susan D. Hyde","Vf9sEI8AAAAJ","The elusive sources of legitimacy beliefs: Civil society views of international election observers","DL Nielson, SD Hyde, J Kelley","The Review Of International Organizations","14 (4), 685-715",15,2019,15306066929330098176,"8IsQavbT1M8C"
"Susan D. Hyde","Vf9sEI8AAAAJ","Election administration, election observation, and election quality","SD Hyde, K Pallister","Routledge Handbook Of Comparative Political Institutions","20 (2), 191-210",12,2015,12548306017509928960,"_kc_bZDykSQC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Introduction: Studying election fraud","RM Alvarez, TE Hall, SD Hyde","Brookings Institution Press","1-18",12,2008,5588616671552513024,"PRLG7g5oK-wC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Conducting research with NGOs: Relevant counterfactuals from the perspective of subjects","DW Nickerson, SD Hyde","Ethics And Experiments: Problems And Solutions For Social Scientists And …",NA,8,2016,13306544906347857920,"1Lcp1PKUB6cC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Under what conditions does performance information influence voting behavior? Lessons from Benin","C Adida, J Gottlieb, E Kramon, G McClendon, T Dunning, G Grossman, ...","Metaketa I: The Limits Of Electoral Accountability","81-117",5,2019,5458029919824221184,"e3UXjaW_PBUC"
"Susan D. Hyde","Vf9sEI8AAAAJ","Informational interventions: Theory and measurement","T Dunning, G Grossman, M Humphreys, SD Hyde, C McIntosh, G Nellis","Metaketa I: Information, Accountability, And Cumulative Learning",NA,4,2019,3359068870498470912,"Rc-B-9qnGaUC"
"Susan D. Hyde","Vf9sEI8AAAAJ","The Art and Science of Studying Election Fraud: Detection, Prevention, and Consequences","RM Alvarez, TE Hall, SD Hyde","Washington, Dc: Brookings Institution",NA,3,2008,17172594048678600704,"QaLwMs-zPFMC"
"Susan D. Hyde","Vf9sEI8AAAAJ","The metaketa initiative","T Dunning, G Grossman, M Humphreys, SD Hyde, CM McIntosh","Cambridge Studies In Comparative Politics, Cambridge University Press …",NA,2,2019,602354863815511808,"qjuL_XCUnM8C"
"Susan D. Hyde","Vf9sEI8AAAAJ","Conflict, Elections, and International Pressure","SD Hyde","Peace And Conflict","2012, 109-120",2,2017,13427277664720506880,"Vu1dURnyNv8C"
